Gene name,Gene stable ID,Mouse gene name,Mouse gene stable ID
,ENSMODG00000028884,,
,ENSMODG00000050921,,
U2,ENSMODG00000022247,,
,ENSMODG00000046028,Or2d2,ENSMUSG00000060503
,ENSMODG00000046028,Olfr715b,ENSMUSG00000062987
,ENSMODG00000039795,,
,ENSMODG00000041126,,
USP43,ENSMODG00000008348,Usp43,ENSMUSG00000020905
SNTA1,ENSMODG00000003050,Snta1,ENSMUSG00000027488
HEATR3,ENSMODG00000013019,Heatr3,ENSMUSG00000031657
,ENSMODG00000039192,,
DPP7,ENSMODG00000017239,Dpp7,ENSMUSG00000026958
,ENSMODG00000024007,Ebag9,ENSMUSG00000022339
MED27,ENSMODG00000012499,Med27,ENSMUSG00000026799
,ENSMODG00000023496,,
,ENSMODG00000003467,Tmem143,ENSMUSG00000002781
SLC16A11,ENSMODG00000047654,Slc16a11,ENSMUSG00000040938
,ENSMODG00000050916,,
,ENSMODG00000040958,,
,ENSMODG00000046965,,
LIMD2,ENSMODG00000009945,Limd2,ENSMUSG00000040699
,ENSMODG00000003474,Insig2,ENSMUSG00000003721
,ENSMODG00000045157,,
,ENSMODG00000039060,,
,ENSMODG00000048111,,
,ENSMODG00000040634,,
,ENSMODG00000046825,,
SLC16A13,ENSMODG00000006181,Slc16a13,ENSMUSG00000044367
CAPG,ENSMODG00000015599,Capg,ENSMUSG00000056737
ITPRIP,ENSMODG00000024804,Itprip,ENSMUSG00000117975
,ENSMODG00000040246,,
CBFA2T2,ENSMODG00000003023,Cbfa2t2,ENSMUSG00000038533
,ENSMODG00000037445,,
,ENSMODG00000033722,,
,ENSMODG00000049953,,
ATPAF1,ENSMODG00000001918,Atpaf1,ENSMUSG00000028710
FRMD5,ENSMODG00000017733,Frmd5,ENSMUSG00000027238
TGM6,ENSMODG00000013942,Tgm6,ENSMUSG00000027403
ZNF703,ENSMODG00000010894,Zfp703,ENSMUSG00000085795
,ENSMODG00000044096,,
ABCF1,ENSMODG00000015953,Abcf1,ENSMUSG00000038762
,ENSMODG00000036797,,
,ENSMODG00000046912,,
mdo-mir-12306,ENSMODG00000047133,,
,ENSMODG00000010839,Gsto1,ENSMUSG00000025068
HEXD,ENSMODG00000007111,Hexdc,ENSMUSG00000039307
,ENSMODG00000049033,,
BCL6B,ENSMODG00000006161,Bcl6b,ENSMUSG00000000317
MLYCD,ENSMODG00000014843,Mlycd,ENSMUSG00000074064
,ENSMODG00000017235,,
,ENSMODG00000036471,,
,ENSMODG00000025784,Galc,ENSMUSG00000021003
,ENSMODG00000037509,,
,ENSMODG00000048521,,
,ENSMODG00000038584,,
PABPC1L,ENSMODG00000016198,Pabpc1l,ENSMUSG00000054582
,ENSMODG00000039624,,
,ENSMODG00000036485,,
,ENSMODG00000032945,,
TENT4B,ENSMODG00000013026,Tent4b,ENSMUSG00000036779
mdo-mir-7273,ENSMODG00000047756,,
WTIP,ENSMODG00000011920,Wtip,ENSMUSG00000036459
STRADA,ENSMODG00000009817,Strada,ENSMUSG00000069631
,ENSMODG00000045302,,
,ENSMODG00000011254,Vhl,ENSMUSG00000033933
,ENSMODG00000034183,,
NECAB3,ENSMODG00000002977,Necab3,ENSMUSG00000027489
ELMOD3,ENSMODG00000015595,Elmod3,ENSMUSG00000056698
mdo-mir-497,ENSMODG00000025800,Mir497,ENSMUSG00000105220
,ENSMODG00000041770,,
,ENSMODG00000041486,,
,ENSMODG00000037092,,
MOB3C,ENSMODG00000048219,Mob3c,ENSMUSG00000028709
PCDHB1,ENSMODG00000011214,Pcdhb1,ENSMUSG00000051663
,ENSMODG00000040661,,
mdo-mir-195,ENSMODG00000025940,Mir195a,ENSMUSG00000065411
,ENSMODG00000014830,Or6a2,ENSMUSG00000070417
mdo-mir-12326,ENSMODG00000045128,,
,ENSMODG00000007082,,
,ENSMODG00000042267,,
,ENSMODG00000045149,Or6b9,ENSMUSG00000036647
,ENSMODG00000002993,1700003F12Rik,ENSMUSG00000038523
ENTPD8,ENSMODG00000017231,Entpd8,ENSMUSG00000036813
,ENSMODG00000049190,0610010K14Rik,ENSMUSG00000020831
,ENSMODG00000011237,Pcdhb3,ENSMUSG00000045498
PPP1R10,ENSMODG00000015941,Ppp1r10,ENSMUSG00000039220
,ENSMODG00000007048,Or2av9,ENSMUSG00000050813
,ENSMODG00000002988,Actl10,ENSMUSG00000078129
UBA2,ENSMODG00000011934,Uba2,ENSMUSG00000052997
,ENSMODG00000050070,Or6b9,ENSMUSG00000036647
mdo-mir-7252,ENSMODG00000050765,,
,ENSMODG00000038844,,
ERLIN2,ENSMODG00000010889,Erlin2,ENSMUSG00000031483
,ENSMODG00000025659,Ren1,ENSMUSG00000070645
MKNK1,ENSMODG00000001951,Mknk1,ENSMUSG00000028708
monDomV1R1204,ENSMODG00000037083,Vmn1r88,ENSMUSG00000117853
monDomV1R1204,ENSMODG00000037083,Vmn1r87,ENSMUSG00000070815
monDomV1R1204,ENSMODG00000037083,Vmn1r85,ENSMUSG00000070817
monDomV1R1204,ENSMODG00000037083,Vmn1r89,ENSMUSG00000095629
monDomV1R1204,ENSMODG00000037083,Vmn1r86,ENSMUSG00000070816
NEGR1,ENSMODG00000000482,Negr1,ENSMUSG00000040037
,ENSMODG00000041844,Or6b9,ENSMUSG00000036647
,ENSMODG00000015593,Retsat,ENSMUSG00000056666
E2F1,ENSMODG00000002875,E2f1,ENSMUSG00000027490
NTNG2,ENSMODG00000012511,Ntng2,ENSMUSG00000035513
RNASEK,ENSMODG00000038870,Rnasek,ENSMUSG00000093989
,ENSMODG00000017225,Noxa1,ENSMUSG00000036805
monDomV1R1205,ENSMODG00000045632,Vmn1r88,ENSMUSG00000117853
monDomV1R1205,ENSMODG00000045632,Vmn1r87,ENSMUSG00000070815
monDomV1R1205,ENSMODG00000045632,Vmn1r85,ENSMUSG00000070817
monDomV1R1205,ENSMODG00000045632,Vmn1r89,ENSMUSG00000095629
monDomV1R1205,ENSMODG00000045632,Vmn1r86,ENSMUSG00000070816
,ENSMODG00000042906,Or2ag19,ENSMUSG00000073901
,ENSMODG00000042906,Or2ag15,ENSMUSG00000051591
,ENSMODG00000042906,Or2ag18,ENSMUSG00000094493
,ENSMODG00000042906,Or2ag20,ENSMUSG00000073900
,ENSMODG00000042906,Or2ag1b,ENSMUSG00000064223
,ENSMODG00000042906,Or2ag1,ENSMUSG00000109058
,ENSMODG00000042906,Or2ag12,ENSMUSG00000051680
,ENSMODG00000042906,Or2ag16,ENSMUSG00000059087
,ENSMODG00000042906,Or2ag13,ENSMUSG00000108948
,ENSMODG00000042906,Or2ag2,ENSMUSG00000109354
,ENSMODG00000042906,Or2ag2b,ENSMUSG00000036744
,ENSMODG00000042906,Or2ag17,ENSMUSG00000096714
ADCY7,ENSMODG00000013047,Adcy7,ENSMUSG00000031659
,ENSMODG00000038214,,
PXMP4,ENSMODG00000002864,Pxmp4,ENSMUSG00000000876
,ENSMODG00000032237,,
,ENSMODG00000037965,Pcdhb3,ENSMUSG00000045498
,ENSMODG00000039931,Or2ag19,ENSMUSG00000073901
,ENSMODG00000039931,Or2ag15,ENSMUSG00000051591
,ENSMODG00000039931,Or2ag18,ENSMUSG00000094493
,ENSMODG00000039931,Or2ag20,ENSMUSG00000073900
,ENSMODG00000039931,Or2ag1b,ENSMUSG00000064223
,ENSMODG00000039931,Or2ag1,ENSMUSG00000109058
,ENSMODG00000039931,Or2ag12,ENSMUSG00000051680
,ENSMODG00000039931,Or2ag16,ENSMUSG00000059087
,ENSMODG00000039931,Or2ag13,ENSMUSG00000108948
,ENSMODG00000039931,Or2ag2,ENSMUSG00000109354
,ENSMODG00000039931,Or2ag2b,ENSMUSG00000036744
,ENSMODG00000039931,Or2ag17,ENSMUSG00000096714
monDomV1R1206,ENSMODG00000044154,Vmn1r88,ENSMUSG00000117853
monDomV1R1206,ENSMODG00000044154,Vmn1r87,ENSMUSG00000070815
monDomV1R1206,ENSMODG00000044154,Vmn1r85,ENSMUSG00000070817
monDomV1R1206,ENSMODG00000044154,Vmn1r89,ENSMUSG00000095629
monDomV1R1206,ENSMODG00000044154,Vmn1r86,ENSMUSG00000070816
MRPS18B,ENSMODG00000015933,Mrps18b,ENSMUSG00000024436
KNCN,ENSMODG00000041143,Kncn,ENSMUSG00000073774
,ENSMODG00000043842,Alox12,ENSMUSG00000000320
,ENSMODG00000036650,Galc,ENSMUSG00000021003
CCDC47,ENSMODG00000009940,Ccdc47,ENSMUSG00000078622
,ENSMODG00000029650,Gm21833,ENSMUSG00000094030
,ENSMODG00000029650,,ENSMUSG00000096808
,ENSMODG00000029650,Gm21750,ENSMUSG00000096463
,ENSMODG00000029650,Gm21897,ENSMUSG00000094472
,ENSMODG00000029650,Gm21962,ENSMUSG00000094856
,ENSMODG00000029650,Gm17555,ENSMUSG00000090353
,ENSMODG00000032076,,
,ENSMODG00000039196,,
monDomV1R1207,ENSMODG00000045199,Vmn1r88,ENSMUSG00000117853
monDomV1R1207,ENSMODG00000045199,Vmn1r87,ENSMUSG00000070815
monDomV1R1207,ENSMODG00000045199,Vmn1r85,ENSMUSG00000070817
monDomV1R1207,ENSMODG00000045199,Vmn1r89,ENSMUSG00000095629
monDomV1R1207,ENSMODG00000045199,Vmn1r86,ENSMUSG00000070816
,ENSMODG00000043864,,
,ENSMODG00000049792,,
ZNF341,ENSMODG00000002856,Zfp341,ENSMUSG00000059842
TMEM275,ENSMODG00000025359,Tmem275,ENSMUSG00000034185
,ENSMODG00000034973,,
,ENSMODG00000035777,,
,ENSMODG00000040251,Eif2s3x,ENSMUSG00000035150
,ENSMODG00000016156,Or2w1b,ENSMUSG00000060404
,ENSMODG00000016156,Or2w1,ENSMUSG00000071522
,ENSMODG00000042877,,
GPI,ENSMODG00000011980,Gpi1,ENSMUSG00000036427
,ENSMODG00000041520,,
,ENSMODG00000041649,Pcdhb3,ENSMUSG00000045498
,ENSMODG00000028091,,
DMBX1,ENSMODG00000001963,Dmbx1,ENSMUSG00000028707
,ENSMODG00000048328,,
,ENSMODG00000010896,Cfap43,ENSMUSG00000044948
ZRANB2,ENSMODG00000000504,Zranb2,ENSMUSG00000028180
,ENSMODG00000036672,,
TGM3,ENSMODG00000013946,Tgm3,ENSMUSG00000027401
,ENSMODG00000023037,,
,ENSMODG00000003602,,
,ENSMODG00000013057,,
DDX42,ENSMODG00000009917,Ddx42,ENSMUSG00000020705
,ENSMODG00000038396,,
,ENSMODG00000016155,Or2w4,ENSMUSG00000051258
KCNF1,ENSMODG00000014817,Kcnf1,ENSMUSG00000051726
,ENSMODG00000029161,,
CHMP4B,ENSMODG00000002830,Chmp4b,ENSMUSG00000038467
,ENSMODG00000044983,L1td1,ENSMUSG00000087166
NRARP,ENSMODG00000023284,Nrarp,ENSMUSG00000078202
,ENSMODG00000016151,Or2n1e,ENSMUSG00000057443
,ENSMODG00000016151,Or2n1b,ENSMUSG00000063240
,ENSMODG00000016151,Or2n1c,ENSMUSG00000057801
,ENSMODG00000016151,Or2n1d,ENSMUSG00000096840
,ENSMODG00000016151,Or2n1,ENSMUSG00000096009
HPS1,ENSMODG00000003664,Hps1,ENSMUSG00000025188
,ENSMODG00000023038,,
mdo-mir-186,ENSMODG00000022425,Mir186,ENSMUSG00000065431
,ENSMODG00000045287,Pcdhb3,ENSMUSG00000045498
PDIA6,ENSMODG00000014811,Pdia6,ENSMUSG00000020571
TOR4A,ENSMODG00000017221,Tor4a,ENSMUSG00000059555
SETX,ENSMODG00000012535,Setx,ENSMUSG00000043535
FTSJ3,ENSMODG00000009901,Ftsj3,ENSMUSG00000020706
,ENSMODG00000016147,,
,ENSMODG00000002836,Mospd1,ENSMUSG00000023074
,ENSMODG00000025217,,
NTMT2,ENSMODG00000003562,Mettl11b,ENSMUSG00000040113
,ENSMODG00000003500,Galc,ENSMUSG00000021003
,ENSMODG00000050755,,
NELFB,ENSMODG00000017220,Nelfb,ENSMUSG00000013465
,ENSMODG00000046840,,
,ENSMODG00000051025,,
,ENSMODG00000003692,Pyroxd2,ENSMUSG00000060224
,ENSMODG00000046237,,
GARRE1,ENSMODG00000011999,Garre1,ENSMUSG00000066571
,ENSMODG00000050156,Alox12,ENSMUSG00000000320
,ENSMODG00000040124,,
,ENSMODG00000050869,,
,ENSMODG00000016142,Or2h15,ENSMUSG00000067186
,ENSMODG00000011065,Pcdhb3,ENSMUSG00000045498
FAAH,ENSMODG00000001986,Faah,ENSMUSG00000034171
,ENSMODG00000009680,Ccdc33,ENSMUSG00000037716
ATAT1,ENSMODG00000015926,Atat1,ENSMUSG00000024426
mdo-mir-340,ENSMODG00000026426,Mir340,ENSMUSG00000065417
,ENSMODG00000038202,,
GORAB,ENSMODG00000045113,Gorab,ENSMUSG00000040124
,ENSMODG00000014803,,
RUNDC1,ENSMODG00000015121,Rundc1,ENSMUSG00000035007
,ENSMODG00000016136,Or2y3,ENSMUSG00000043312
ANKRD13C,ENSMODG00000000531,Ankrd13c,ENSMUSG00000039988
,ENSMODG00000037769,,
CYP11A1,ENSMODG00000009689,Cyp11a1,ENSMUSG00000032323
,ENSMODG00000017218,Stpg3,ENSMUSG00000036770
,ENSMODG00000002819,Raly,ENSMUSG00000027593
,ENSMODG00000038085,Tgoln1,ENSMUSG00000056429
,ENSMODG00000016128,,
LOXL4,ENSMODG00000003726,Loxl4,ENSMUSG00000025185
PSMC5,ENSMODG00000009873,Psmc5,ENSMUSG00000020708
NKD1,ENSMODG00000013068,Nkd1,ENSMUSG00000031661
,ENSMODG00000046879,Pcdhb3,ENSMUSG00000045498
,ENSMODG00000037805,,
PRRX1,ENSMODG00000003582,Prrx1,ENSMUSG00000026586
,ENSMODG00000040799,,
,ENSMODG00000050477,,
,ENSMODG00000016124,Or10al4,ENSMUSG00000063994
,ENSMODG00000016124,Or10al6,ENSMUSG00000083947
,ENSMODG00000016124,Or10al2,ENSMUSG00000080990
,ENSMODG00000016124,Or10al7,ENSMUSG00000081724
,ENSMODG00000016124,Or10al5,ENSMUSG00000060017
,ENSMODG00000016124,Or10al3,ENSMUSG00000059964
LSM14A,ENSMODG00000012034,Lsm14a,ENSMUSG00000066568
,ENSMODG00000046400,,
,ENSMODG00000039006,R3hcc1l,ENSMUSG00000025184
FAM166A,ENSMODG00000017217,Fam166a,ENSMUSG00000026969
mdo-mir-1329,ENSMODG00000026452,,
,ENSMODG00000023838,,
NSUN4,ENSMODG00000001996,,
,ENSMODG00000039843,,
,ENSMODG00000042124,Usp15,ENSMUSG00000020124
U2,ENSMODG00000046602,,
,ENSMODG00000037493,,
,ENSMODG00000046209,,
,ENSMODG00000003748,R3hcc1l,ENSMUSG00000025184
,ENSMODG00000037766,,
LRRC40,ENSMODG00000000604,Lrrc40,ENSMUSG00000063052
U6,ENSMODG00000026849,Gm25464,ENSMUSG00000119874
U6,ENSMODG00000026849,Gm55757,ENSMUSG00002075265
U6,ENSMODG00000026849,Gm54479,ENSMUSG00002076961
U6,ENSMODG00000026849,Gm56453,ENSMUSG00002075194
,ENSMODG00000038776,,
,ENSMODG00000043558,,
,ENSMODG00000046322,Pcdhga2,ENSMUSG00000103332
,ENSMODG00000010902,Sfr1,ENSMUSG00000025066
,ENSMODG00000037374,,
,ENSMODG00000038041,Or2g25,ENSMUSG00000095286
,ENSMODG00000038041,Or2g7,ENSMUSG00000094878
,ENSMODG00000040845,,
,ENSMODG00000001998,,
,ENSMODG00000039529,Retsat,ENSMUSG00000056666
NOL10,ENSMODG00000014784,Nol10,ENSMUSG00000061458
,ENSMODG00000029864,,
,ENSMODG00000046157,,
SMARCD2,ENSMODG00000009857,Smarcd2,ENSMUSG00000078619
,ENSMODG00000050795,,
,ENSMODG00000017213,,
,ENSMODG00000044476,Pcdhga2,ENSMUSG00000103332
,ENSMODG00000003593,Mroh9,ENSMUSG00000071890
,ENSMODG00000049181,,
,ENSMODG00000042096,Or2g25,ENSMUSG00000095286
,ENSMODG00000042096,Or2g7,ENSMUSG00000094878
,ENSMODG00000050480,,
,ENSMODG00000039575,,
,ENSMODG00000012538,Ttf1,ENSMUSG00000026803
,ENSMODG00000045324,,
,ENSMODG00000046761,Pcdhga2,ENSMUSG00000103332
,ENSMODG00000048056,,
,ENSMODG00000045729,Gsto1,ENSMUSG00000025068
,ENSMODG00000023836,,
TCF7L1,ENSMODG00000015573,Tcf7l1,ENSMUSG00000055799
,ENSMODG00000049681,,
KCTD15,ENSMODG00000047340,Kctd15,ENSMUSG00000030499
LRRC41,ENSMODG00000002018,Lrrc41,ENSMUSG00000028703
SLC34A3,ENSMODG00000017206,Slc34a3,ENSMUSG00000006469
,ENSMODG00000050877,Or2g25,ENSMUSG00000095286
,ENSMODG00000050877,Or2g7,ENSMUSG00000094878
SEMA7A,ENSMODG00000025247,Sema7a,ENSMUSG00000038264
U6,ENSMODG00000043865,Gm24836,ENSMUSG00000084558
,ENSMODG00000046475,,
C14orf119,ENSMODG00000004611,1700123O20Rik,ENSMUSG00000040822
CFAP77,ENSMODG00000028455,Cfap77,ENSMUSG00000079502
LRRC7,ENSMODG00000000649,Lrrc7,ENSMUSG00000028176
,ENSMODG00000040609,,
,ENSMODG00000031819,,
,ENSMODG00000039155,Or2g25,ENSMUSG00000095286
,ENSMODG00000039155,Or2g7,ENSMUSG00000094878
,ENSMODG00000003611,,
EIF2S2,ENSMODG00000002805,Eif2s2,ENSMUSG00000074656
,ENSMODG00000047523,,
,ENSMODG00000014779,Odc1,ENSMUSG00000011179
GH1,ENSMODG00000009833,Gh,ENSMUSG00000020713
,ENSMODG00000004607,,
PDYN,ENSMODG00000013953,Pdyn,ENSMUSG00000027400
RNF224,ENSMODG00000023283,Rnf224,ENSMUSG00000089953
CHST8,ENSMODG00000012122,Chst8,ENSMUSG00000060402
ZMAT4,ENSMODG00000010499,Zmat4,ENSMUSG00000037492
,ENSMODG00000040729,,
KCMF1,ENSMODG00000015567,Kcmf1,ENSMUSG00000055239
,ENSMODG00000016109,Or2b4,ENSMUSG00000044985
U6,ENSMODG00000047701,Gm24630,ENSMUSG00000084717
U6,ENSMODG00000048962,,
,ENSMODG00000009484,Ubl7,ENSMUSG00000055720
,ENSMODG00000042194,Ptges3l,ENSMUSG00000097487
CYSRT1,ENSMODG00000023282,Cysrt1,ENSMUSG00000036731
,ENSMODG00000043111,,
,ENSMODG00000037675,Alox12,ENSMUSG00000000320
Metazoa_SRP,ENSMODG00000048899,,
,ENSMODG00000036961,Or12d17,ENSMUSG00000029184
,ENSMODG00000002765,Msh2,ENSMUSG00000024151
,ENSMODG00000002032,Rad54l,ENSMUSG00000028702
HPCAL1,ENSMODG00000014770,Hpcal1,ENSMUSG00000071379
,ENSMODG00000025240,,
,ENSMODG00000036736,,
FMO3,ENSMODG00000003637,Fmo3,ENSMUSG00000026691
,ENSMODG00000026484,Snord17,ENSMUSG00000077714
CRTAC1,ENSMODG00000003807,Crtac1,ENSMUSG00000042401
,ENSMODG00000023281,Rnf208,ENSMUSG00000044628
CEBPE,ENSMODG00000004586,Cebpe,ENSMUSG00000052435
,ENSMODG00000037222,,
,ENSMODG00000041581,Ak6,ENSMUSG00000078941
,ENSMODG00000041581,Taf9,ENSMUSG00000052293
,ENSMODG00000051036,,
ASIP,ENSMODG00000002762,a,ENSMUSG00000027596
,ENSMODG00000040699,,
,ENSMODG00000048825,,
,ENSMODG00000048922,,
,ENSMODG00000046979,,
TMSB10,ENSMODG00000037498,Gm9844,ENSMUSG00000091955
,ENSMODG00000029417,,
,ENSMODG00000044378,,
LURAP1,ENSMODG00000049641,Lurap1,ENSMUSG00000028701
,ENSMODG00000040102,L1td1,ENSMUSG00000087166
BARHL1,ENSMODG00000012544,Barhl1,ENSMUSG00000026805
ARID3B,ENSMODG00000009472,Arid3b,ENSMUSG00000004661
,ENSMODG00000038634,,
PCDHGC5,ENSMODG00000010717,Pcdhgc5,ENSMUSG00000102543
,ENSMODG00000032782,,
APOH,ENSMODG00000004169,Apoh,ENSMUSG00000000049
AARSD1,ENSMODG00000015109,Aarsd1,ENSMUSG00000075528
,ENSMODG00000040129,,
,ENSMODG00000034358,,
,ENSMODG00000044745,,
,ENSMODG00000050927,,
,ENSMODG00000003658,Fmo6,ENSMUSG00000095576
TRABD2A,ENSMODG00000015560,,
mdo-mir-7284b,ENSMODG00000044682,,
RNF212B,ENSMODG00000004558,Rnf212b,ENSMUSG00000112858
,ENSMODG00000037518,,
PEPD,ENSMODG00000012139,Pepd,ENSMUSG00000063931
,ENSMODG00000039073,,
,ENSMODG00000039849,,
,ENSMODG00000047235,,
NDOR1,ENSMODG00000017200,Ndor1,ENSMUSG00000006471
,ENSMODG00000040211,,
,ENSMODG00000036200,,
CD79B,ENSMODG00000009735,Scn4a,ENSMUSG00000001027
,ENSMODG00000030336,,
,ENSMODG00000027739,,
,ENSMODG00000042541,,
,ENSMODG00000041709,,
,ENSMODG00000046886,,
,ENSMODG00000029933,,
CLK3,ENSMODG00000009463,Clk3,ENSMUSG00000032316
,ENSMODG00000043386,L1td1,ENSMUSG00000087166
FMO2,ENSMODG00000003696,Fmo2,ENSMUSG00000040170
,ENSMODG00000046319,,
POMGNT1,ENSMODG00000002106,Pomgnt1,ENSMUSG00000028700
,ENSMODG00000023830,,
SNX20,ENSMODG00000013071,Snx20,ENSMUSG00000031662
,ENSMODG00000030199,,
,ENSMODG00000035767,,
FLRT2,ENSMODG00000003513,Flrt2,ENSMUSG00000047414
DHX16,ENSMODG00000015890,Dhx16,ENSMUSG00000024422
AHCY,ENSMODG00000002753,Ahcy,ENSMUSG00000027597
AHCY,ENSMODG00000002753,Ahcyl,ENSMUSG00000048087
PRKCA,ENSMODG00000004147,Prkca,ENSMUSG00000050965
G6PC1,ENSMODG00000042888,G6pc,ENSMUSG00000078650
,ENSMODG00000037932,,
,ENSMODG00000016073,Or11a4,ENSMUSG00000064121
,ENSMODG00000042619,,
,ENSMODG00000003717,Fmo1,ENSMUSG00000040181
DDX31,ENSMODG00000012555,Ddx31,ENSMUSG00000026806
HOMEZ,ENSMODG00000024443,Homez,ENSMUSG00000057156
,ENSMODG00000001373,Ren1,ENSMUSG00000070645
,ENSMODG00000014763,,
,ENSMODG00000039889,L1td1,ENSMUSG00000087166
,ENSMODG00000030798,,
,ENSMODG00000043244,,
,ENSMODG00000050381,Fmo1,ENSMUSG00000040181
,ENSMODG00000016064,,
SLC25A19,ENSMODG00000007328,Slc25a19,ENSMUSG00000020744
,ENSMODG00000037659,,
,ENSMODG00000037258,,
PPP1R3E,ENSMODG00000004543,Ppp1r3e,ENSMUSG00000072494
,ENSMODG00000040026,,
,ENSMODG00000023762,Pcdhgb4,ENSMUSG00000103585
,ENSMODG00000023762,Pcdhgb5,ENSMUSG00000103749
EDC3,ENSMODG00000009442,Edc3,ENSMUSG00000038957
TMEM203,ENSMODG00000017194,Tmem203,ENSMUSG00000078201
NOD2,ENSMODG00000013087,Nod2,ENSMUSG00000055994
U6,ENSMODG00000027001,Gm25521,ENSMUSG00000089018
,ENSMODG00000036379,,
,ENSMODG00000016058,Or10c1,ENSMUSG00000049561
PPP1R18,ENSMODG00000015878,Ppp1r18,ENSMUSG00000034595
,ENSMODG00000041328,Aoc3,ENSMUSG00000019326
,ENSMODG00000048375,Plekhb2,ENSMUSG00000026123
,ENSMODG00000024999,Fmo4,ENSMUSG00000026692
,ENSMODG00000018512,Zbtb44,ENSMUSG00000047412
GOLGA7B,ENSMODG00000028192,Golga7b,ENSMUSG00000042532
,ENSMODG00000014000,Sirpb1b,ENSMUSG00000095028
,ENSMODG00000014000,F830045P16Rik,ENSMUSG00000043727
,ENSMODG00000014000,Sirpb1c,ENSMUSG00000074677
,ENSMODG00000014000,Gm5150,ENSMUSG00000078780
,ENSMODG00000014000,Gm9733,ENSMUSG00000078783
,ENSMODG00000014000,Sirpa,ENSMUSG00000037902
,ENSMODG00000014000,Sirpb1a,ENSMUSG00000095788
,ENSMODG00000043427,Pcdhgb4,ENSMUSG00000103585
,ENSMODG00000043427,Pcdhgb5,ENSMUSG00000103749
,ENSMODG00000017192,Tprn,ENSMUSG00000048707
,ENSMODG00000037790,,
,ENSMODG00000044022,,
,ENSMODG00000037043,,
,ENSMODG00000039363,,
,ENSMODG00000032021,,
,ENSMODG00000010881,Cfap43,ENSMUSG00000044948
TSPAN1,ENSMODG00000002113,Tspan1,ENSMUSG00000028699
,ENSMODG00000045746,,
,ENSMODG00000042410,,
,ENSMODG00000050580,,
,ENSMODG00000015875,Nrm,ENSMUSG00000059791
,ENSMODG00000042010,,
,ENSMODG00000003739,Fmo4,ENSMUSG00000026692
SSNA1,ENSMODG00000017189,Ssna1,ENSMUSG00000026966
,ENSMODG00000037990,,
,ENSMODG00000023761,Pcdhga2,ENSMUSG00000103332
,ENSMODG00000043238,,
,ENSMODG00000036980,,
PABPN1,ENSMODG00000004535,Pabpn1,ENSMUSG00000022194
SFRP5,ENSMODG00000003859,Sfrp5,ENSMUSG00000018822
,ENSMODG00000039080,Zfp747,ENSMUSG00000054381
,ENSMODG00000039080,9130019O22Rik,ENSMUSG00000030823
,ENSMODG00000009434,Cyp1a1,ENSMUSG00000032315
,ENSMODG00000009434,Cyp1a2,ENSMUSG00000032310
CEBPA,ENSMODG00000012162,Cebpa,ENSMUSG00000034957
,ENSMODG00000039645,Mdc1,ENSMUSG00000061607
KLF11,ENSMODG00000014758,Klf11,ENSMUSG00000020653
AOC2,ENSMODG00000015079,Aoc2,ENSMUSG00000078651
,ENSMODG00000047451,,
,ENSMODG00000042130,,
,ENSMODG00000049193,,
,ENSMODG00000031222,,
,ENSMODG00000035306,,
,ENSMODG00000027346,,
,ENSMODG00000046215,,
MIF4GD,ENSMODG00000007305,Mif4gd,ENSMUSG00000020743
,ENSMODG00000050868,Pcdhgb4,ENSMUSG00000103585
,ENSMODG00000050868,Pcdhgb5,ENSMUSG00000103749
,ENSMODG00000042949,,
CACNG4,ENSMODG00000041560,Cacng4,ENSMUSG00000020723
ANAPC2,ENSMODG00000017187,Anapc2,ENSMUSG00000026965
SLC7A10,ENSMODG00000012202,Slc7a10,ENSMUSG00000030495
GRHL1,ENSMODG00000014753,Grhl1,ENSMUSG00000020656
,ENSMODG00000009383,Cyp1a1,ENSMUSG00000032315
,ENSMODG00000009383,Cyp1a2,ENSMUSG00000032310
,ENSMODG00000033482,,
,ENSMODG00000016048,Or2i1,ENSMUSG00000043827
TUBB,ENSMODG00000023805,Tubb5,ENSMUSG00000001525
SLC22A17,ENSMODG00000004528,Slc22a17,ENSMUSG00000022199
DEPDC1,ENSMODG00000000686,Depdc1a,ENSMUSG00000028175
,ENSMODG00000002139,Pik3r3,ENSMUSG00000028698
,ENSMODG00000050399,,
CYLD,ENSMODG00000013111,Cyld,ENSMUSG00000036712
MRPS7,ENSMODG00000007290,Mrps7,ENSMUSG00000046756
LRP3,ENSMODG00000012209,Lrp3,ENSMUSG00000001802
UBD,ENSMODG00000016045,Ubd,ENSMUSG00000035186
,ENSMODG00000046826,,
PRR29,ENSMODG00000043418,Prr29,ENSMUSG00000009210
CACNG1,ENSMODG00000004045,Cacng1,ENSMUSG00000020722
CSK,ENSMODG00000009310,Csk,ENSMUSG00000032312
,ENSMODG00000017184,Lrrc26,ENSMUSG00000026961
GTF3C4,ENSMODG00000012559,Gtf3c4,ENSMUSG00000035666
,ENSMODG00000045540,,
,ENSMODG00000031802,,
,ENSMODG00000044753,,
EFS,ENSMODG00000004496,Efs,ENSMUSG00000022203
,ENSMODG00000043921,,
,ENSMODG00000046463,,
ILRUN,ENSMODG00000013910,Ilrun,ENSMUSG00000056692
TAF1B,ENSMODG00000014747,Taf1b,ENSMUSG00000059669
ZFYVE27,ENSMODG00000003907,Zfyve27,ENSMUSG00000018820
,ENSMODG00000047197,,
